PST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2014-4-30,90,75,60,,49,,73,43,19,,30.04,,,,,,4,15,0.00,,,240
2014-5-1,86,74,62,,47,,64,44,16,,30.07,,,,,,8,33,0.00,,,280
2014-5-2,73,64,54,,51,,90,72,44,,30.06,,,,,,14,31,0.00,,,290
2014-5-3,67,61,55,,51,,87,74,54,,30.04,,,,,,18,35,0.00,,,270
2014-5-4,68,63,57,,53,,87,74,57,,30.05,,,,,,12,24,0.00,,,260
2014-5-5,66,61,55,,49,,83,68,52,,30.01,,,,,,20,47,0.00,,,270
2014-5-6,67,60,52,,47,,83,67,45,,29.92,,,,,,19,45,0.00,,,270
2014-5-7,64,58,51,,47,,83,70,52,,29.97,,,,,,17,37,0.00,,,270
2014-5-8,65,60,54,,53,,97,79,70,,30.06,,,,,,11,29,0.00,,,270
2014-5-9,66,60,54,,51,,93,74,52,,30.14,,,,,,17,41,0.00,,,260
2014-5-10,67,60,52,,46,,83,64,45,,30.09,,,,,,21,47,0.00,,,280
2014-5-11,75,63,51,,43,,75,48,24,,30.07,,,,,,15,40,0.00,,,280
2014-5-12,84,68,52,,46,,77,49,25,,30.07,,,,,,8,30,0.00,,,270
2014-5-13,92,76,59,,47,,70,42,15,,30.10,,,,,,6,22,0.00,,,280
2014-5-14,91,77,63,,48,,87,49,15,,30.09,,,,,,8,25,0.00,,,270
2014-5-15,84,71,58,,45,,75,44,27,,30.08,,,,,,11,33,0.00,,,270
2014-5-16,72,64,55,,51,,84,69,46,,30.06,,,,,,17,37,0.00,,,260
2014-5-17,67,62,57,,51,,84,72,59,,30.00,,,,,,16,38,0.00,,,270
2014-5-18,68,63,57,,52,,84,71,59,,29.98,,,,,,21,46,0.00,,,270
2014-5-19,68,62,56,,51,,83,71,53,,29.96,,,,,,19,33,0.00,,,260
2014-5-20,71,64,56,,51,,81,69,46,,29.98,,,,,,14,28,0.00,,,260
2014-5-21,71,64,56,,52,,84,72,53,,29.96,,,,,,12,29,0.00,,,270
2014-5-22,70,62,54,,52,,90,74,57,,29.97,,,,,,12,26,0.00,,,290
2014-5-23,69,62,54,,52,,90,73,59,,30.00,,,,,,12,33,0.00,,,270
2014-5-24,67,61,55,,51,,90,73,56,,29.98,,,,,,16,32,0.00,,,270
2014-5-25,72,63,54,,48,,81,61,41,,29.96,,,,,,16,41,0.00,,,270
2014-5-26,72,64,56,,51,,81,65,53,,30.00,,,,,,22,44,0.00,,,270
2014-5-27,68,61,54,,47,,77,62,47,,30.03,,,,,,18,43,0.00,,,270
2014-5-28,72,63,53,,45,,75,55,38,,30.02,,,,,,17,33,0.00,,,260
2014-5-29,78,66,53,,48,,83,60,33,,29.93,,,,,,10,28,0.00,,,270
2014-5-30,65,59,52,,49,,83,73,60,,29.96,,,,,,14,35,0.00,,,250
2014-5-31,68,60,52,,51,,93,76,57,,29.95,,,,,,11,29,0.00,,,300
2014-6-1,72,62,52,,51,,93,77,53,,29.87,,,,,,11,26,0.00,,,300
2014-6-2,67,60,52,,50,,86,73,59,,29.89,,,,,,10,29,0.00,,,240
2014-6-3,67,60,53,,50,,87,74,61,,29.91,,,,,,11,28,0.00,,,290
2014-6-4,68,61,53,,51,,89,76,57,,29.87,,,,,,11,29,0.00,,,290
2014-6-5,71,62,53,,53,,90,74,57,,29.84,,,,,,10,29,0.00,,,310
2014-6-6,71,63,54,,53,,93,76,59,,29.82,,,,,,11,29,0.00,,,290
2014-6-7,70,62,53,,52,,93,75,57,,29.82,,,,,,10,29,0.00,,,300
2014-6-8,87,71,55,,54,,87,63,30,,29.77,,,,,,11,28,0.00,,,290
2014-6-9,77,68,58,,55,,84,69,50,,29.72,,,,,,12,31,0.00,,,290
2014-6-10,73,66,58,,55,,87,73,57,,29.77,,,,,,9,26,0.00,,,290
2014-6-11,73,65,57,,53,,81,67,51,,29.86,,,,,,11,25,0.00,,,210
2014-6-12,67,62,56,,51,,84,72,55,,29.97,,,,,,17,66,0.00,,,270
2014-6-13,73,64,54,,51,,91,67,46,,29.96,,,,,,15,35,0.00,,,270
2014-6-14,84,70,56,,51,,81,64,32,,29.90,,,,,,11,30,0.00,,,290
2014-6-15,70,63,56,,51,,84,73,55,,29.83,,,,,,17,46,0.00,,,260
2014-6-16,65,60,55,,49,,84,69,58,,29.90,,,,,,16,41,0.00,,,260
2014-6-17,75,64,53,,47,,75,58,34,,29.93,,,,,,11,30,0.00,,,270
2014-6-18,86,71,55,,50,,80,58,22,,29.93,,,,,,11,31,0.00,,,270
2014-6-19,72,64,55,,51,,84,70,51,,29.98,,,,,,14,29,0.00,,,260
2014-6-20,75,66,56,,51,,83,65,45,,29.97,,,,,,14,36,0.00,,,270
2014-6-21,66,61,56,,50,,81,71,62,,29.92,,,,,,12,35,0.00,,,270
2014-6-22,68,62,55,,51,,83,71,59,,29.94,,,,,,13,38,0.00,,,270
2014-6-23,71,64,56,,50,,87,66,49,,29.95,,,,,,15,35,0.00,,,270
2014-6-24,69,63,57,,53,,87,72,57,,29.98,,,,,,17,41,0.00,,,270
2014-6-25,69,64,58,,57,,90,84,70,,29.99,,,,,,13,30,0.00,,,270
2014-6-26,73,65,57,,55,,99,73,52,,29.98,,,,,,12,29,0.00,,,250
2014-6-27,75,67,59,,58,,90,77,59,,29.97,,,,,,13,31,0.00,,,280
2014-6-28,73,66,58,,54,,90,71,51,,29.94,,,,,,17,38,0.00,,,270
2014-6-29,80,69,57,,53,,87,65,41,,29.89,,,,,,13,33,0.00,,,290
2014-6-30,82,71,59,,55,,81,64,42,,29.81,,,,,,10,24,0.00,,,300
2014-7-1,76,67,58,,56,,87,74,54,,29.83,,,,,,8,24,0.00,,,250
2014-7-2,76,67,58,,55,,87,76,50,,29.88,,,,,,13,33,0.00,,,260
2014-7-3,73,65,57,,54,,87,74,52,,29.92,,,,,,12,25,0.00,,,290
2014-7-4,68,62,55,,53,,95,79,57,,29.97,,,,,,12,32,0.00,,,290
2014-7-5,71,62,53,,53,,96,79,59,,30.04,,,,,,13,30,0.00,,,290
2014-7-6,69,61,53,,54,,97,82,59,,30.00,,,,,,16,32,0.00,,,290
2014-7-7,72,63,54,,55,,97,82,63,,29.89,,,,,,13,29,0.00,,,290
2014-7-8,76,66,56,,56,,93,75,54,,29.90,,,,,,9,25,0.00,,,290
2014-7-9,75,67,59,,56,,87,75,56,,29.91,,,,,,8,22,0.00,,,230
2014-7-10,74,68,61,,56,,84,70,54,,29.91,,,,,,11,30,0.00,,,200
2014-7-11,72,66,60,,55,,84,71,55,,30.02,,,,,,13,26,0.00,,,260
2014-7-12,69,62,54,,55,,90,78,65,,30.07,,,,,,14,33,0.00,,,270
2014-7-13,68,61,53,,55,,97,80,68,,29.97,,,,,,16,30,0.00,,,290
2014-7-14,76,67,58,,57,,93,76,57,,29.89,,,,,,10,24,0.00,,,300
2014-7-15,81,70,59,,60,,93,76,54,,29.96,,,,,,9,23,0.00,,,310
2014-7-16,78,70,62,,59,,90,73,54,,30.00,,,,,,10,29,0.00,,,240
2014-7-17,74,69,63,,58,,84,72,59,,29.99,,,,,,10,30,0.00,,,230
2014-7-18,74,68,62,,58,,84,73,59,,29.98,,,,,,11,28,0.00,,,280
2014-7-19,74,68,61,,58,,90,76,61,,29.95,,,,,,11,25,0.00,,,280
2014-7-20,78,68,58,,59,,93,74,54,,29.96,,,,,,10,31,0.00,,,230
2014-7-21,76,71,65,,59,,81,69,56,,30.03,,,,,,11,28,0.00,,,240
2014-7-22,77,71,64,,58,,81,68,55,,30.07,,,,,,9,29,0.00,,,220
2014-7-23,76,70,64,,60,,84,73,62,,30.10,,,,,,12,30,0.00,,,270
2014-7-24,83,72,60,,58,,90,68,45,,29.94,,,,,,14,31,0.00,,,280
2014-7-25,90,76,62,,58,,86,65,38,,29.85,,,,,,10,29,0.00,,,290
2014-7-26,77,69,61,,58,,90,74,55,,29.92,,,,,,14,31,0.00,,,290
2014-7-27,77,69,61,,58,,86,74,56,,29.96,,,,,,13,31,0.00,,,290
2014-7-28,74,67,60,,58,,90,76,59,,30.02,,,,,,13,31,0.00,,,290
2014-7-29,73,67,60,,58,,93,78,59,,30.02,,,,,,15,29,0.00,,,290
2014-7-30,72,65,58,,57,,97,81,63,,29.98,,,,,,15,30,0.00,,,290
2014-7-31,72,65,58,,57,,97,80,63,,29.94,,,,,,13,29,0.00,,,300
2014-8-1,72,66,59,,57,,93,81,61,,29.90,,,,,,15,29,0.00,,,300
2014-8-2,69,64,59,,57,,93,80,65,,29.93,,,,,,15,33,0.00,,,290
2014-8-3,70,65,60,,56,,84,76,63,,29.95,,,,,,11,28,0.00,,,270
2014-8-4,75,68,60,,57,,86,74,60,,29.97,,,,,,9,22,0.00,,,290
2014-8-5,74,68,62,,59,,86,78,64,,30.03,,,,,,11,26,0.00,,,290
2014-8-6,77,69,60,,59,,90,78,62,,29.99,,,,,,13,28,0.00,,,280
2014-8-7,70,65,60,,57,,90,77,65,,29.95,,,,,,11,30,0.00,,,290
2014-8-8,74,67,60,,55,,84,70,52,,29.91,,,,,,11,25,0.00,,,290
2014-8-9,70,65,59,,55,,87,80,63,,29.96,,,,,,14,29,0.00,,,270
2014-8-10,77,69,60,,57,,86,74,52,,29.97,,,,,,8,22,0.00,,,270
2014-8-11,79,70,61,,57,,81,70,49,,29.93,,,,,,8,26,0.00,,,330
2014-8-12,77,70,62,,57,,81,70,52,,29.96,,,,,,11,26,0.00,,,270
2014-8-13,77,69,61,,57,,87,73,55,,29.97,,,,,,13,32,0.00,,,270
2014-8-14,74,67,60,,58,,93,79,61,,29.94,,,,,,12,28,0.00,,,290
2014-8-15,74,67,60,,58,,93,77,59,,29.97,,,,,,11,28,0.00,,,290
2014-8-16,73,66,59,,58,,93,81,62,,30.01,,,,,,11,29,0.00,,,290
2014-8-17,72,65,57,,57,,96,83,61,,29.98,,,,,,12,43,0.00,,,280
2014-8-18,70,65,60,,57,,93,83,68,,29.88,,,,,,11,32,0.00,,,260
2014-8-19,75,68,60,,58,,93,76,57,,29.84,,,,,,7,25,0.00,,,170
2014-8-20,73,68,62,,58,,86,75,61,,29.90,,,,,,9,29,0.00,,,210
2014-8-21,74,68,61,,59,,93,80,66,,29.93,,,,,,10,30,0.00,,,280
2014-8-22,77,68,59,,59,,93,80,56,,29.92,,,,,,8,30,0.00,,,270
2014-8-23,75,66,57,,56,,93,74,52,,29.90,,,,,,6,24,0.00,,,250
2014-8-24,75,67,58,,57,,87,73,56,,29.87,,,,,,10,25,0.00,,,290
2014-8-25,74,68,61,,56,,81,71,53,,29.89,,,,,,8,25,0.00,,,230
2014-8-26,74,67,59,,57,,84,73,57,,29.98,,,,,,11,28,0.00,,,280
2014-8-27,74,67,60,,59,,93,80,62,,30.03,,,,,,12,30,0.00,,,290
2014-8-28,74,67,59,,59,,96,84,62,,30.01,,,,,,12,33,0.00,,,280
2014-8-29,71,66,60,,60,,96,84,71,,29.92,,,,,,10,32,0.00,,,280
2014-8-30,80,72,63,,59,,90,71,44,,29.89,,,,,,16,36,0.00,,,270
2014-8-31,75,69,62,,58,,90,73,55,,29.89,,,,,,12,31,0.00,,,280
2014-9-1,83,72,60,,59,,93,76,40,,29.81,,,,,,10,29,0.00,,,290
2014-9-2,74,67,60,,58,,93,79,62,,29.81,,,,,,11,26,0.00,,,280
2014-9-3,76,68,60,,58,,93,79,60,,29.75,,,,,,8,,0.00,,,290
2014-9-4,76,68,60,,58,,93,78,58,,29.75,,,,,,7,20,0.00,,,320
2014-9-5,75,68,60,,57,,87,75,55,,29.87,,,,,,8,23,0.00,,,280
2014-9-6,72,66,59,,55,,87,74,57,,29.92,,,,,,9,25,0.00,,,290
2014-9-7,71,64,57,,54,,90,74,57,,29.87,,,,,,12,30,0.00,,,280
2014-9-8,68,63,58,,53,,81,73,59,,29.91,,,,,,12,29,0.00,,,280
2014-9-9,71,65,59,,56,,93,79,64,,29.95,,,,,,11,28,0.00,,,290
2014-9-10,82,69,56,,58,,96,80,47,,29.89,,,,,,9,29,0.00,,,290
2014-9-11,79,69,59,,58,,93,80,54,,29.86,,,,,,12,31,0.00,,,290
2014-9-12,75,67,58,,58,,93,80,59,,29.85,,,,,,13,32,0.00,,,290
2014-9-13,75,68,60,,58,,93,80,59,,29.82,,,,,,13,32,0.00,,,290
2014-9-14,74,67,59,,58,,90,76,57,,29.83,,,,,,12,25,0.00,,,300
2014-9-15,78,70,62,,58,,90,71,43,,29.90,,,,,,12,25,0.00,,,280
2014-9-16,81,72,62,,60,,90,74,45,,29.87,,,,,,10,28,0.00,,,270
2014-9-17,82,72,62,,60,,87,72,41,,29.79,,,,,,10,32,0.00,,,200
2014-9-18,80,72,64,,64,,93,78,56,,29.84,,,,,,7,22,0.01,,,210
2014-9-19,74,69,63,,62,,93,83,71,,29.89,,,,,,11,28,0.00,,,280
2014-9-20,77,71,64,,61,,93,78,62,,29.92,,,,,,8,24,0.00,,,270
2014-9-21,72,69,65,,60,,81,77,66,,29.99,,,,,,9,24,0.00,,,270
2014-9-22,78,72,65,,59,,84,71,52,,30.00,,,,,,13,31,0.00,,,280
2014-9-23,77,71,65,,62,,90,79,64,,29.97,,,,,,11,26,0.00,,,260
2014-9-24,80,72,64,,63,,93,80,62,,29.93,,,,,,9,25,0.00,,,280
2014-9-25,74,68,61,,59,,93,78,56,,29.98,,,,,,6,26,0.41,,,290
2014-9-26,74,68,62,,59,,90,76,59,,29.96,,,,,,13,33,0.00,,,270
2014-9-27,73,68,63,,58,,87,75,59,,29.89,,,,,,13,32,0.00,,,250
2014-9-28,76,69,61,,58,,87,76,60,,29.89,,,,,,8,24,0.00,,,280
2014-9-29,71,66,60,,58,,93,80,66,,29.99,,,,,,12,30,0.00,,,280
2014-9-30,75,69,62,,58,,90,74,55,,29.91,,,,,,11,24,0.00,,,280
2014-10-1,86,73,60,,48,,78,46,20,,29.89,,,,,,6,26,0.00,,,60
2014-10-2,91,76,61,,48,,70,40,18,,29.99,,,,,,2,17,0.00,,,280
2014-10-3,95,81,66,,53,,75,48,18,,30.04,,,,,,5,23,0.00,,,280
2014-10-4,92,78,64,,52,,73,49,19,,29.98,,,,,,7,24,0.00,,,280
2014-10-5,87,74,60,,56,,90,65,37,,29.92,,,,,,9,31,0.00,,,80
2014-10-6,83,71,58,,58,,93,76,38,,29.89,,,,,,11,26,0.00,,,290
2014-10-7,73,66,59,,57,,87,77,55,,29.89,,,,,,13,32,0.00,,,300
2014-10-8,78,68,58,,57,,90,75,45,,29.89,,,,,,11,33,0.00,,,280
2014-10-9,68,64,59,,57,,93,83,68,,29.96,,,,,,13,25,0.00,,,290
2014-10-10,69,64,59,,56,,90,80,65,,30.03,,,,,,13,30,0.00,,,290
2014-10-11,76,68,59,,57,,87,77,48,,30.01,,,,,,8,30,0.00,,,280
2014-10-12,91,75,59,,49,,87,48,13,,29.94,,,,,,4,20,0.00,,,280
2014-10-13,88,76,63,,54,,78,59,26,,29.93,,,,,,5,18,0.00,,,320
2014-10-14,74,69,63,,57,,81,69,56,,29.87,,,,,,12,38,0.00,,,180
2014-10-15,76,69,62,,57,,81,71,52,,29.98,,,,,,10,30,0.00,,,220
2014-10-16,73,66,58,,53,,81,65,43,,29.99,,,,,,5,18,0.00,,,270
2014-10-17,77,67,57,,53,,71,60,40,,29.94,,,,,,6,22,0.00,,,200
2014-10-18,79,72,65,,59,,87,72,48,,29.93,,,,,,6,23,0.00,,,270
2014-10-19,74,68,61,,60,,90,77,64,,29.90,,,,,,8,23,0.00,,,280
2014-10-20,72,67,62,,57,,93,74,59,,29.97,,,,,,8,22,0.03,,,280
2014-10-21,72,64,56,,54,,87,71,43,,30.06,,,,,,9,26,0.00,,,280
2014-10-22,74,66,57,,56,,83,72,54,,30.04,,,,,,6,22,0.00,,,280
2014-10-23,74,69,63,,60,,90,79,57,,30.01,,,,,,6,17,0.00,,,280
2014-10-24,73,67,60,,57,,84,71,61,,29.93,,,,,,8,30,0.00,,,220
2014-10-25,73,68,63,,58,,87,74,57,,30.03,,,,,,11,32,0.10,,,160
2014-10-26,70,64,58,,53,,90,69,44,,30.12,,,,,,11,32,0.00,,,280
2014-10-27,70,63,56,,53,,87,72,49,,30.04,,,,,,9,25,0.00,,,270
2014-10-28,71,63,55,,54,,97,78,47,,30.09,,,,,,8,24,0.00,,,270
